gender,survived,class
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,No,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Male,Yes,Crew
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,No,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,Yes,1
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,No,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,Yes,2
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,No,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,Yes,3
Female,No,Crew
Female,No,Crew
Female,No,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
Female,Yes,Crew
